case_id,record_id,task_type,scenario_family,candidate_agent,candidate_cluster_type,task_profile,contextual_warning,expected_action,expected_reason,expected_safe_host,utility
S4_ALI_00013_C5,ALI_00013,computer_vision_stream,conflict_resolution,A5,burstable_gpu_edge,"Deploy a high-priority online inference workload of type cv as an edge stream task. The workload requests 0.11 GPU units and has observed duration 1.38 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, high_bandwidth, low_latency, priority_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,conflict_risk,A3,0.3026
S4_ALI_00014_C1,ALI_00014,computer_vision_stream,unseen_task,A1,general_gpu_edge,"Deploy a high-priority online inference workload of type cv as an edge stream task. The workload requests 1.00 GPU units and has observed duration 139.59 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: high_bandwidth, low_latency, priority_awareness.",negative ready delay indicates missing or abnormal readiness information,refuse,latency_risk,NONE,0.1378
S4_ALI_00014_C2,ALI_00014,computer_vision_stream,unseen_task,A2,energy_efficient_edge,"Deploy a high-priority online inference workload of type cv as an edge stream task. The workload requests 1.00 GPU units and has observed duration 139.59 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: high_bandwidth, low_latency, priority_awareness.",negative ready delay indicates missing or abnormal readiness information,refuse,latency_risk,NONE,0.1386
S4_ALI_00014_C3,ALI_00014,computer_vision_stream,unseen_task,A3,low_latency_gpu_edge,"Deploy a high-priority online inference workload of type cv as an edge stream task. The workload requests 1.00 GPU units and has observed duration 139.59 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: high_bandwidth, low_latency, priority_awareness.",negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.2718
S4_ALI_00014_C4,ALI_00014,computer_vision_stream,unseen_task,A4,privacy_trusted_edge,"Deploy a high-priority online inference workload of type cv as an edge stream task. The workload requests 1.00 GPU units and has observed duration 139.59 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: high_bandwidth, low_latency, priority_awareness.",negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.1578
S4_ALI_00014_C5,ALI_00014,computer_vision_stream,unseen_task,A5,burstable_gpu_edge,"Deploy a high-priority online inference workload of type cv as an edge stream task. The workload requests 1.00 GPU units and has observed duration 139.59 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: high_bandwidth, low_latency, priority_awareness.",negative ready delay indicates missing or abnormal readiness information,refuse,latency_risk,NONE,0.0916
S4_ALI_00015_C1,ALI_00015,recommendation_stream,unseen_task,A1,general_gpu_edge,"Deploy a high-priority online inference workload of type rec as an edge stream task. The workload requests 1.00 GPU units and has observed duration 401.00 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: low_latency, priority_awareness, user_profile_awareness.",long-running stream workload may reduce future resource stability;negative ready delay indicates missing or abnormal readiness information,refuse,latency_risk,NONE,0.1308
S4_ALI_00015_C2,ALI_00015,recommendation_stream,unseen_task,A2,energy_efficient_edge,"Deploy a high-priority online inference workload of type rec as an edge stream task. The workload requests 1.00 GPU units and has observed duration 401.00 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: low_latency, priority_awareness, user_profile_awareness.",long-running stream workload may reduce future resource stability;negative ready delay indicates missing or abnormal readiness information,refuse,latency_risk,NONE,0.1316
S4_ALI_00015_C3,ALI_00015,recommendation_stream,unseen_task,A3,low_latency_gpu_edge,"Deploy a high-priority online inference workload of type rec as an edge stream task. The workload requests 1.00 GPU units and has observed duration 401.00 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: low_latency, priority_awareness, user_profile_awareness.",long-running stream workload may reduce future resource stability;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.2520
S4_ALI_00015_C4,ALI_00015,recommendation_stream,unseen_task,A4,privacy_trusted_edge,"Deploy a high-priority online inference workload of type rec as an edge stream task. The workload requests 1.00 GPU units and has observed duration 401.00 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: low_latency, priority_awareness, user_profile_awareness.",long-running stream workload may reduce future resource stability;negative ready delay indicates missing or abnormal readiness information,refuse,latency_risk,NONE,0.1508
S4_ALI_00015_C5,ALI_00015,recommendation_stream,unseen_task,A5,burstable_gpu_edge,"Deploy a high-priority online inference workload of type rec as an edge stream task. The workload requests 1.00 GPU units and has observed duration 401.00 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: low_latency, priority_awareness, user_profile_awareness.",long-running stream workload may reduce future resource stability;negative ready delay indicates missing or abnormal readiness information,refuse,latency_risk,NONE,0.0396
S4_ALI_00016_C1,ALI_00016,recommendation_stream,conflict_resolution,A1,general_gpu_edge,"Deploy a high-priority online inference workload of type rec as an edge stream task. The workload requests 1.00 GPU units and has observed duration 571.50 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, low_latency, priority_awareness, resource_reservation, user_profile_awareness.",high scheduling delay or readiness failure indicates resource contention;long-running stream workload may reduce future resource stability;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,0.1400
S4_ALI_00016_C2,ALI_00016,recommendation_stream,conflict_resolution,A2,energy_efficient_edge,"Deploy a high-priority online inference workload of type rec as an edge stream task. The workload requests 1.00 GPU units and has observed duration 571.50 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, low_latency, priority_awareness, resource_reservation, user_profile_awareness.",high scheduling delay or readiness failure indicates resource contention;long-running stream workload may reduce future resource stability;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.1799
S4_ALI_00016_C3,ALI_00016,recommendation_stream,conflict_resolution,A3,low_latency_gpu_edge,"Deploy a high-priority online inference workload of type rec as an edge stream task. The workload requests 1.00 GPU units and has observed duration 571.50 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, low_latency, priority_awareness, resource_reservation, user_profile_awareness.",high scheduling delay or readiness failure indicates resource contention;long-running stream workload may reduce future resource stability;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.3463
S4_ALI_00016_C4,ALI_00016,recommendation_stream,conflict_resolution,A4,privacy_trusted_edge,"Deploy a high-priority online inference workload of type rec as an edge stream task. The workload requests 1.00 GPU units and has observed duration 571.50 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, low_latency, priority_awareness, resource_reservation, user_profile_awareness.",high scheduling delay or readiness failure indicates resource contention;long-running stream workload may reduce future resource stability;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.2044
